opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id
OPP-2024555,Grid Soft,ACC-1117,Enterprise,Proposal,178334.43,2023-11-14,carlos@raptorsoft.com,commit,2024-01-12,2,HS-90657
OPP-2024556,acme,ACC-1100,Mid-Market,Discovery,128799.09,2025-01-21,joao@raptorsoft.com,pipeline,2024-03-16,79,HS-90181
OPP-2024557,nexus,ACC-1102,SMB,Prospecting,29870.68,2025-01-09,carlos@raptorsoft.com,Pipeline,2023-10-31,22,HS-90375
OPP-2024558,Polaris Tech,ACC-1118,SMB,Prospecting,31645.26,2023-10-16,mariana@raptorsoft.com,Best Case,2023-09-01,96,
OPP-2024559,DataPrime,ACC-1106,Mid-Market,Negotiation,140161.33,2024-03-07,joao@raptorsoft.com,Pipeline,2023-09-27,48,HS-90697
OPP-2024560,Polaris Tech,ACC-1118,SMB,closed-won,15047.68,2025-01-13,carlos@raptorsoft.com,commit,2023-11-13,34,HS-90357
OPP-2024561,rushflow,ACC-1110,Mid-Market,Prospecting,48684.51,2024-07-31,pedro@raptorsoft.com,Commit,2023-12-22,96,
OPP-2024562,polare,ACC-1109,SMB,Negotiation,11524.89,2024-05-07,joao@raptorsoft.com,Pipeline,2023-10-27,112,
OPP-2024563,polaris,ACC-1118,SMB,Discovery,24137.23,2024-11-29,mariana@raptorsoft.com,Omit,2024-07-01,33,
OPP-2024564,acme,ACC-1100,Enterprise,Closed Lost,270357.69,2024-12-16,carlos@raptorsoft.com,best case,2024-02-25,90,HS-90581
OPP-2024565,Nexus Group,ACC-1102,SMB,Prospecting,31803.81,2023-08-25,carlos@raptorsoft.com,Best Case,2023-08-25,24,
OPP-2024566,Amplia Soluções,ACC-1113,Enterprise,Prospecting,374714.58,2024-11-15,joao@raptorsoft.com,Omit,2024-07-18,41,HS-90334
OPP-2024567,innova,ACC-1116,Mid-Market,Negotiation,88597.12,2024-11-02,carlos@raptorsoft.com,Best Case,2024-09-07,65,HS-90079
OPP-2024568,Nexus Group,ACC-1102,SMB,Discovery,16885.53,2024-08-18,ana.lima@raptorsoft.com,omit,2024-02-02,88,
OPP-2024569,Core Logic,ACC-1114,Mid-Market,Closed Lost,45448.74,2024-08-20,joao@raptorsoft.com,Omit,2024-08-18,34,HS-90461
OPP-2024570,Tap Flow,ACC-1115,Mid-Market,Prospecting,93805.4,2023-09-22,pedro@raptorsoft.com,Best Case,2024-07-08,59,HS-90124
OPP-2024571,Polare,ACC-1109,SMB,Discovery,28624.87,2024-09-26,carlos@raptorsoft.com,Pipeline,2024-07-13,77,
OPP-2024572,beta solutions,ACC-1101,SMB,Closed Won,36245.08,2025-01-21,,commit,2023-11-26,78,
OPP-2024573,Polaris,ACC-1118,Mid-Market,closed-won,108347.45,2024-12-24,carlos@raptorsoft.com,Best Case,2024-09-05,70,
OPP-2024574,Polare Ltda,ACC-1109,Mid-Market,Discovery,63222.46,2024-11-05,joao@raptorsoft.com,best case,2024-09-20,85,
OPP-2024575,Orbit Digital,ACC-1104,SMB,DISCOVERY,30485.74,2024-10-27,,Omit,2024-05-28,44,HS-90760
OPP-2024576,rushflow,ACC-1110,SMB,Discovery,28124.45,2024-06-26,carlos@raptorsoft.com,Commit,2024-08-03,-1,HS-90425
OPP-2024577,Acme Corp,ACC-1100,Enterprise,Qualification,479527.64,2025-01-03,ana.lima@raptorsoft.com,Pipeline,2024-11-14,99,HS-90360
OPP-2024578,skyops,ACC-1108,Mid-Market,Closed Lost,136170.94,2024-08-12,mariana@raptorsoft.com,Omit,2024-05-23,60,
OPP-2024579,Acme Corp.,ACC-1100,Mid-Market,Closed Won,76002.41,2024-12-09,ana.lima@raptorsoft.com,Pipeline,2024-10-18,65,HS-90418
OPP-2024580,dataprime,ACC-1106,SMB,DISCOVERY,5795.18,2024-12-30,ana.lima@raptorsoft.com,Best Case,2024-10-26,120,
OPP-2024581,Acme Corp,ACC-1100,Mid-Market,Qualification,59026.04,2023-12-06,,Best Case,2024-10-13,5,HS-90481
OPP-2024582,beta solutions,ACC-1101,SMB,Closed Won,30052.82,2024-11-02,mariana@raptorsoft.com,Pipeline,2024-03-23,93,HS-90523
OPP-2024583,skyops,ACC-1108,Mid-Market,Qualification,99577.44,2024-04-19,mariana@raptorsoft.com,best case,2023-10-15,13,HS-90726
OPP-2024584,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,32558.09,2024-07-08,pedro@raptorsoft.com,commit,2024-04-28,38,HS-90312
OPP-2024585,SKYOPS,ACC-1108,SMB,Qualification,35070.17,2024-09-02,pedro@raptorsoft.com,Pipeline,2023-11-09,67,
OPP-2024586,GridSoft,ACC-1117,SMB,Proposal,21983.6,2023-03-08,ana.lima@raptorsoft.com,Commit,2024-07-18,36,HS-90365
OPP-2024587,Mind Box,ACC-1111,Mid-Market,Closed Lost,124522.25,2024-07-19,carlos@raptorsoft.com,Omit,2023-07-13,35,HS-90550
OPP-2024588,BLUEPATH,ACC-1119,SMB,Qualification,30880.25,2024-10-29,joao@raptorsoft.com,Commit,2024-03-10,94,HS-90135
OPP-2024589,Beta Solutions,ACC-1101,SMB,Closed_Lost,6787.9,2023-07-22,ana.lima@raptorsoft.com,Pipeline,2024-10-31,39,HS-90114
OPP-2024590,Sky Ops,ACC-1108,Mid-Market,Prospecting,62489.18,2024-12-10,pedro@raptorsoft.com,Commit,2024-10-10,36,
OPP-2024591,TapFlow,ACC-1115,SMB,Discovery,22834.18,2024-03-29,pedro@raptorsoft.com,Commit,2023-07-07,25,
OPP-2024592,tapflow,ACC-1115,Mid-Market,Negotiation,68851.85,2024-07-29,pedro@raptorsoft.com,Best Case,2024-05-03,84,
OPP-2024593,FLUXO SISTEMAS,ACC-1105,Enterprise,Discovery,398085.57,2024-12-09,joao@raptorsoft.com,omit,2024-05-06,46,
OPP-2024594,INNOVA,ACC-1116,SMB,Discovery,5828.76,2024-06-29,joao@raptorsoft.com,Omit,2024-03-19,21,HS-90607
OPP-2024595,BLUEPATH,ACC-1119,SMB,Closed Won,29727.1,2024-08-18,carlos@raptorsoft.com,Commit,2024-08-03,37,
OPP-2024596,TAPFLOW,ACC-1115,SMB,Closed Lost,15459.95,2024-09-21,carlos@raptorsoft.com,Commit,2023-12-03,18,HS-90716
OPP-2024597,dataprime,ACC-1106,Enterprise,Closed Won,284321.48,2024-12-24,joao@raptorsoft.com,Commit,2024-09-29,83,HS-90049
OPP-2024598,Beta Solutions Ltda,ACC-1101,Enterprise,Prospecting,449232.35,2024-12-01,joao@raptorsoft.com,Commit,2024-07-17,72,HS-90525
OPP-2024599,beta solutions,ACC-1101,Enterprise,closed-won,280515.44,2025-01-24,mariana@raptorsoft.com,commit,2024-01-12,89,HS-90411
OPP-2024600,Acme Corp.,ACC-1100,Mid-Market,Prospecting,61062.35,2024-06-18,pedro@raptorsoft.com,Best Case,2023-07-20,115,
OPP-2024601,DataPrime,,SMB,Closed Lost,17198.19,2024-03-10,carlos@raptorsoft.com,Best Case,2023-08-10,118,
OPP-2024602,Polaris Tech,ACC-1118,SMB,Prop,18971.24,2024-03-17,joao@raptorsoft.com,best case,2024-01-30,95,HS-90215
OPP-2024603,TapFlow,ACC-1115,SMB,Prop,5565.09,2024-05-08,mariana@raptorsoft.com,Commit,2024-03-18,84,HS-90399
OPP-2024604,ACME CORP,ACC-1100,Enterprise,Prospecting,151179.32,2024-11-20,carlos@raptorsoft.com,best case,2024-05-27,54,HS-90531
OPP-2024605,CoreLogic,ACC-1114,Mid-Market,Discovery,49484.85,2024-11-17,joao@raptorsoft.com,Commit,2024-01-02,750,HS-90147
OPP-2024606,acme,ACC-1100,SMB,DISCOVERY,36401.6,2024-08-20,pedro@raptorsoft.com,Omit,2023-12-21,110,HS-90480
OPP-2024607,Fluxo Sistemas Ltda,ACC-1105,SMB,Negotiation,8373.94,2024-08-10,ana.lima@raptorsoft.com,Best Case,2024-07-09,11,
OPP-2024608,Orbit Digital,ACC-1104,SMB,Discovery,21175.22,2024-09-17,carlos@raptorsoft.com,Best Case,2024-05-04,75,HS-90394
OPP-2024609,TAPFLOW,ACC-1115,Enterprise,Qualification,-258705.44,2024-11-18,mariana@raptorsoft.com,omit,2023-07-15,59,
OPP-2024610,TAPFLOW,ACC-1115,Enterprise,Qualification,319560.31,2024-11-28,mariana@raptorsoft.com,commit,2024-06-10,70,
OPP-2024611,corelogic,ACC-1114,SMB,Discovery,24365.45,2024-08-05,joao@raptorsoft.com,best case,2024-06-20,96,HS-90576
OPP-2024612,RUSHFLOW,ACC-1110,Mid-Market,Negotiation,93704.41,2024-08-17,ana.lima@raptorsoft.com,Best Case,2024-07-06,79,
OPP-2024613,Polaris Tech,ACC-1118,Enterprise,Proposal,129948.19,2025-01-23,ana.lima@raptorsoft.com,omit,2024-10-30,106,HS-90163
OPP-2024614,ConnectWave,ACC-1107,SMB,Prospecting,38216.75,2024-11-19,ana.lima@raptorsoft.com,Best Case,2024-06-23,98,
OPP-2024615,ZENTRA,ACC-1112,Mid-Market,Discovery,103204.28,2024-12-17,carlos@raptorsoft.com,Pipeline,2024-09-21,60,HS-90708
OPP-2024616,polare,ACC-1109,SMB,Prospecting,26116.06,2024-09-18,joao@raptorsoft.com,Omit,2023-10-14,36,HS-90655
OPP-2024617,SkyOps,,Enterprise,closed-won,297990.43,2024-12-17,pedro@raptorsoft.com,Omit,2024-06-30,67,HS-90110
OPP-2024618,tapflow,ACC-1115,Enterprise,Prospecting,383722.12,2024-11-26,mariana@raptorsoft.com,Pipeline,2023-10-06,74,HS-90643
OPP-2024619,Sky Ops,ACC-1108,Enterprise,Negotiation,216910.74,2024-02-21,carlos@raptorsoft.com,Commit,2024-02-07,32,HS-90715
OPP-2024620,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Negotiation,68625.74,2024-04-28,pedro@raptorsoft.com,Pipeline,2024-01-31,104,
OPP-2024621,corelogic,ACC-1114,Mid-Market,Negotiation,75923.57,2024-11-11,ana.lima@raptorsoft.com,Omit,2024-05-16,-1,HS-90518
OPP-2024622,Mind Box,ACC-1111,Mid-Market,Proposal,41203.64,2024-12-03,pedro@raptorsoft.com,commit,2023-12-30,18,HS-90753
OPP-2024623,GridSoft,ACC-1117,SMB,Discovery,20488.76,2023-08-18,ana.lima@raptorsoft.com,Best Case,2023-09-23,104,HS-90021
OPP-2024624,Polare Ltda,ACC-1109,SMB,Proposal,23150.0,2024-07-29,carlos@raptorsoft.com,Commit,2024-01-13,47,
OPP-2024625,Amplia Soluções,ACC-1113,SMB,Closed Lost,9506.76,2024-11-07,pedro@raptorsoft.com,Pipeline,2024-03-09,45,HS-90229
OPP-2024626,Mindbox,ACC-1111,SMB,Proposal,7263.02,2024-10-05,ana.lima@raptorsoft.com,Omit,2024-09-21,46,
OPP-2024627,Mindbox,ACC-1111,SMB,Proposal,20823.91,2024-08-31,joao@raptorsoft.com,commit,2023-11-14,7,HS-90793
OPP-2024628,Zentra,ACC-1112,Mid-Market,Closed Won,122848.1,2023-12-28,carlos@raptorsoft.com,Omit,2023-12-13,52,HS-90390
OPP-2024629,nexus,,SMB,Discovery,29754.2,2024-04-29,joao@raptorsoft.com,Commit,2023-10-07,97,
OPP-2024630,MINDBOX,ACC-1111,Mid-Market,Negotiation ,69223.16,2024-07-22,ana.lima@raptorsoft.com,Pipeline,2023-10-06,64,HS-90099
OPP-2024631,Polaris,ACC-1118,Mid-Market,Proposal,51299.04,2024-01-13,carlos@raptorsoft.com,Pipeline,2023-12-29,14,HS-90171
OPP-2024632,POLARE,ACC-1109,Mid-Market,Proposal,76661.5,2023-09-10,ana.lima@raptorsoft.com,omit,2024-06-10,6,HS-90675
OPP-2024633,innova,ACC-1116,SMB,Closed Won,36915.35,2024-10-23,ana.lima@raptorsoft.com,Best Case,2023-10-02,26,
OPP-2024634,Acme Corp.,ACC-1100,SMB,Negotiation,22416.51,2024-11-14,carlos@raptorsoft.com,pipeline,2024-11-07,96,HS-90321
OPP-2024635,rushflow,ACC-1110,SMB,Proposal,38746.55,2025-01-21,joao@raptorsoft.com,Best Case,2024-05-06,13,
OPP-2024636,corelogic,,Mid-Market,Prospecting,-112726.74,2024-03-18,mariana@raptorsoft.com,Commit,2023-07-16,48,HS-90145
OPP-2024637,Zentra,ACC-1112,SMB,Closed Won,35231.02,2024-11-13,mariana@raptorsoft.com,Pipeline,2024-09-05,108,HS-90010
OPP-2024638,CONNECTWAVE,ACC-1107,Mid-Market,Qualification,106511.65,2023-12-02,carlos@raptorsoft.com,Best Case,2024-10-02,92,
OPP-2024639,mindbox,ACC-1111,SMB,Proposal,35940.93,2024-01-04,joao@raptorsoft.com,Pipeline,2023-10-31,5,HS-90710
OPP-2024640,Orbit Digital,ACC-1104,Mid-Market,Closed Won,34926.23,2024-11-08,ana.lima@raptorsoft.com,pipeline,2024-09-21,33,
OPP-2024641,ConnectWave,ACC-1107,Enterprise,Prospecting,-388472.43,2023-09-09,ana.lima@raptorsoft.com,Commit,2024-11-29,41,
OPP-2024642,corelogic,ACC-1114,Mid-Market,prospecting,30708.19,2024-09-01,joao@raptorsoft.com,Pipeline,2024-05-25,750,HS-90289
OPP-2024643,Connect Wave,ACC-1107,Enterprise,Closed Won,354679.03,2024-05-17,carlos@raptorsoft.com,Commit,2024-02-29,23,
OPP-2024644,acme,ACC-1100,Mid-Market,Prospecting,94979.82,2025-01-28,mariana@raptorsoft.com,Best Case,2023-11-25,59,
OPP-2024645,DATAPRIME,ACC-1106,SMB,Qualification,11683.78,2024-12-08,mariana@raptorsoft.com,Omit,2024-01-27,40,HS-90555
OPP-2024646,dataprime,ACC-1106,Enterprise,Prospecting,363860.58,2024-12-14,mariana@raptorsoft.com,best case,2024-08-26,23,
OPP-2024647,TAPFLOW,ACC-1115,SMB,Discovery,35381.05,2025-01-28,joao@raptorsoft.com,Pipeline,2024-08-25,2,
OPP-2024648,Polaris Tech,ACC-1118,SMB,Qualification,7310.81,2024-07-17,joao@raptorsoft.com,Best Case,2023-12-02,21,HS-90121
OPP-2024649,ZENTRA,ACC-1112,SMB,Closed Won,29148.73,2024-11-10,ana.lima@raptorsoft.com,Pipeline,2024-10-23,61,HS-90600
OPP-2024650,innova,ACC-1116,Enterprise,Proposal,326713.2,2024-02-15,mariana@raptorsoft.com,commit,2024-01-03,15,
OPP-2024651,TapFlow,,Mid-Market,Negotiation,104623.46,2024-09-29,pedro@raptorsoft.com,Best Case,2024-06-28,4,HS-90244
OPP-2024652,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,363764.21,2023-01-11,ana.lima@raptorsoft.com,Pipeline,2024-06-10,49,
OPP-2024653,Rush Flow,ACC-1110,Enterprise,Proposal,204635.17,2024-11-18,joao@raptorsoft.com,Omit,2024-09-07,117,HS-90023
OPP-2024654,Innova,ACC-1116,SMB,Qualification,10390.21,2023-09-19,pedro@raptorsoft.com,Commit,2023-09-15,75,HS-90338
OPP-2024655,Grupo Nexus,ACC-1102,SMB,Qualification,37429.67,2024-06-28,joao@raptorsoft.com,Best Case,2023-11-20,81,HS-90725
OPP-2024656,Zentra Tech,ACC-1112,SMB,Closed Won,-35275.29,2024-07-19,joao@raptorsoft.com,best case,2024-04-20,10,
OPP-2024657,Zentra,ACC-1112,Mid-Market,Negotiation,60113.98,2024-08-27,ana.lima@raptorsoft.com,Commit,2024-08-26,9,
OPP-2024658,TAPFLOW,ACC-1115,Mid-Market,Closed Won,122566.33,2023-09-18,mariana@raptorsoft.com,Commit,2023-07-13,39,
OPP-2024659,mindbox,ACC-1111,SMB,Proposal,21157.41,2024-10-22,ana.lima@raptorsoft.com,Omit,2024-06-26,50,
OPP-2024660,GRIDSOFT,ACC-1117,SMB,Prospecting,33609.17,2024-02-05,,commit,2024-07-09,51,HS-90194
OPP-2024661,CoreLogic,ACC-1114,SMB,Proposal,7091.61,2024-08-11,mariana@raptorsoft.com,Best Case,2023-12-11,54,HS-90346
OPP-2024662,AMPLIA SOLUCOES,ACC-1113,SMB,Negotiation,14866.4,2024-05-09,carlos@raptorsoft.com,omit,2023-11-02,27,HS-90320
OPP-2024663,Polaris Tech,ACC-1118,Mid-Market,Negotiation,113799.55,2025-01-31,pedro@raptorsoft.com,Best Case,2024-04-13,105,
OPP-2024664,GridSoft,ACC-1117,SMB,Negotiation,23523.24,2024-12-05,ana.lima@raptorsoft.com,Omit,2023-11-29,36,HS-90060
OPP-2024665,Orbit Digital,ACC-1104,SMB,Closed Lost,24665.73,2024-09-17,ana.lima@raptorsoft.com,Best Case,2024-06-29,77,HS-90753
OPP-2024666,rushflow,ACC-1110,Mid-Market,Closed Lost,132324.12,2024-08-09,ana.lima@raptorsoft.com,omit,2024-03-11,49,
OPP-2024667,Fluxo Sistemas,ACC-1105,SMB,Discovery,9498.75,2024-12-16,mariana@raptorsoft.com,Best Case,2024-10-07,81,HS-90334
OPP-2024668,tapflow,ACC-1115,Mid-Market,Negotiation,91405.0,2023-03-11,ana.lima@raptorsoft.com,best case,2024-05-27,47,HS-90351
OPP-2024669,Polare,,Mid-Market,Closed Won,95771.7,2024-10-09,joao@raptorsoft.com,Commit,2024-08-30,-1,HS-90224
OPP-2024670,POLARIS,ACC-1118,Enterprise,Negotiation,258323.51,2024-04-14,joao@raptorsoft.com,Omit,2023-11-18,5,HS-90357
OPP-2024671,mindbox,ACC-1111,SMB,Proposal,23768.05,2024-09-25,pedro@raptorsoft.com,best case,2023-12-16,26,
OPP-2024672,Acme,,Mid-Market,Qualification,126556.3,2024-10-09,ana.lima@raptorsoft.com,Commit,2024-08-19,105,
OPP-2024673,GridSoft,ACC-1117,Enterprise,prospecting,233572.81,2024-08-24,pedro@raptorsoft.com,Omit,2024-02-08,118,HS-90683
OPP-2024674,Orbit Digital,,Mid-Market,prospecting,143614.45,2024-07-25,ana.lima@raptorsoft.com,commit,2023-07-01,55,HS-90427
OPP-2024675,Fluxo Sistemas Ltda,ACC-1105,SMB,Discovery,20992.47,2023-12-31,mariana@raptorsoft.com,Pipeline,2023-10-31,15,HS-90593
OPP-2024676,Fluxo,ACC-1105,SMB,Prospecting,-10365.32,2025-01-05,joao@raptorsoft.com,Omit,2024-11-03,6,HS-90736
OPP-2024677,Innova Tech,ACC-1116,SMB,Closed Lost,29138.63,2025-01-17,mariana@raptorsoft.com,Omit,2024-04-04,92,HS-90090
OPP-2024678,POLARE,ACC-1109,Mid-Market,Discovery,96122.89,2024-06-09,carlos@raptorsoft.com,Omit,2023-12-15,19,
OPP-2024679,SKYOPS,ACC-1108,Mid-Market,Discovery,84092.25,2023-12-09,pedro@raptorsoft.com,Best Case,2023-11-18,96,HS-90210
OPP-2024680,ConnectWave,ACC-1107,Mid-Market,Negotiation,99055.75,2024-01-15,carlos@raptorsoft.com,Commit,2023-10-23,103,
OPP-2024681,connectwave,ACC-1107,SMB,Qualification,20877.89,2023-10-17,joao@raptorsoft.com,Pipeline,2023-10-17,40,HS-90214
OPP-2024682,beta solutions,ACC-1101,Mid-Market,prospecting,129318.79,2024-10-30,,Omit,2023-07-25,77,HS-90311
OPP-2024683,Mindbox,ACC-1111,Mid-Market,Closed Won,68355.82,2024-09-07,pedro@raptorsoft.com,Pipeline,2023-08-12,45,
OPP-2024684,Polare,ACC-1109,Enterprise,Discovery,386243.4,2024-12-26,,Commit,2024-10-29,40,
OPP-2024685,AMPLIA SOLUCOES,ACC-1113,Mid-Market,Negotiation,85581.6,2025-01-27,joao@raptorsoft.com,Pipeline,2023-07-29,63,
OPP-2024686,ZENTRA,ACC-1112,SMB,Prop,22018.66,2024-03-05,ana.lima@raptorsoft.com,Pipeline,2023-12-06,88,HS-90455
OPP-2024687,POLARIS,ACC-1118,SMB,Qualification,39257.89,2025-01-25,carlos@raptorsoft.com,Pipeline,2023-12-16,14,HS-90570
OPP-2024688,Beta Solutions,ACC-1101,SMB,Proposal,37174.61,2023-07-11,pedro@raptorsoft.com,Best Case,2024-07-01,34,HS-90118
OPP-2024689,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,5391.78,2024-10-19,ana.lima@raptorsoft.com,Pipeline,2023-11-14,32,HS-90486
OPP-2024690,ORBIT DIGITAL,ACC-1104,SMB,Qualification,35024.6,2025-01-29,mariana@raptorsoft.com,Best Case,2023-09-11,47,HS-90770
OPP-2024691,Grid Soft,ACC-1117,Mid-Market,Qualification,76893.15,2023-12-06,ana.lima@raptorsoft.com,Omit,2023-07-29,67,HS-90031
OPP-2024692,Mindbox,ACC-1111,Mid-Market,Closed Lost,77192.08,2024-05-19,mariana@raptorsoft.com,Commit,2023-11-27,50,HS-90698
OPP-2024693,Amplia Soluções,ACC-1113,Mid-Market,Prop,93928.69,2025-01-11,pedro@raptorsoft.com,Commit,2024-10-23,41,
OPP-2024694,BLUEPATH,ACC-1119,SMB,Negotiation,14748.27,2024-11-11,carlos@raptorsoft.com,Best Case,2024-06-08,88,HS-90209
OPP-2024695,Mindbox,ACC-1111,SMB,Closed Won,25934.59,2025-01-03,carlos@raptorsoft.com,Omit,2024-04-24,59,
OPP-2024696,BLUEPATH,ACC-1119,Mid-Market,Closed_Lost,141336.69,2025-01-02,mariana@raptorsoft.com,pipeline,2024-08-06,63,
OPP-2024697,Vértice Tech,ACC-1103,SMB,Prospecting,14707.46,2024-10-31,pedro@raptorsoft.com,commit,2023-08-25,37,HS-90618
OPP-2024698,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation ,56384.68,2024-06-11,joao@raptorsoft.com,Pipeline,2024-02-28,79,
OPP-2024699,innova,ACC-1116,SMB,Negotiation,11074.01,2024-11-21,ana.lima@raptorsoft.com,Omit,2024-10-13,11,HS-90756
OPP-2024700,gridsoft,ACC-1117,Mid-Market,Negotiation,110797.34,2024-07-08,mariana@raptorsoft.com,Omit,2023-07-24,78,HS-90615
OPP-2024701,Amplia,ACC-1113,SMB,Qualification,17364.29,2024-11-22,pedro@raptorsoft.com,Omit,2024-08-17,90,
OPP-2024702,Acme Corp,ACC-1100,SMB,DISCOVERY,17188.05,2024-10-19,mariana@raptorsoft.com,Best Case,2024-09-29,98,HS-90712
OPP-2024703,Fluxo,ACC-1105,Mid-Market,Proposal,82307.25,2024-10-13,joao@raptorsoft.com,Pipeline,2024-03-18,74,HS-90481
OPP-2024704,Grid Soft,ACC-1117,SMB,Negotiation,7358.37,2024-03-20,ana.lima@raptorsoft.com,Commit,2024-01-17,24,HS-90175
OPP-2024705,Rush Flow,ACC-1110,SMB,Prospecting,10845.04,2025-01-14,mariana@raptorsoft.com,Commit,2024-11-28,15,
OPP-2024706,BluePath,ACC-1119,SMB,Proposal,22148.48,2025-01-13,pedro@raptorsoft.com,Commit,2024-04-20,96,
OPP-2024707,GridSoft,ACC-1117,SMB,DISCOVERY,34468.11,2024-06-08,joao@raptorsoft.com,Commit,2023-08-07,100,HS-90604
OPP-2024708,corelogic,ACC-1114,Mid-Market,Proposal,57248.58,2024-12-29,mariana@raptorsoft.com,Commit,2024-05-05,7,
OPP-2024709,beta solutions,ACC-1101,Mid-Market,Closed Won,65274.12,2024-08-09,ana.lima@raptorsoft.com,commit,2024-07-30,65,HS-90728
OPP-2024710,Beta Solutions,ACC-1101,Mid-Market,Prospecting,103551.12,2024-06-13,mariana@raptorsoft.com,Pipeline,2024-07-15,-5,
OPP-2024711,CoreLogic,ACC-1114,Mid-Market,Qualification,41182.75,2023-01-13,mariana@raptorsoft.com,best case,2024-03-30,114,
OPP-2024712,BETA SOLUTIONS,ACC-1101,Enterprise,Closed Won,492478.91,2024-12-05,carlos@raptorsoft.com,Omit,2024-03-28,48,HS-90561
OPP-2024713,INNOVA,ACC-1116,SMB,Negotiation,28868.51,2024-10-29,joao@raptorsoft.com,Best Case,2024-05-30,35,HS-90741
OPP-2024714,BETA SOLUTIONS,ACC-1101,Mid-Market,Prospecting,131338.58,2024-11-12,pedro@raptorsoft.com,Pipeline,2024-03-20,96,
OPP-2024715,zentra,ACC-1112,Enterprise,Closed Lost,426024.33,2025-01-02,joao@raptorsoft.com,Commit,2023-09-06,63,HS-90405
OPP-2024716,SKYOPS,ACC-1108,Enterprise,Qualification,230857.16,2023-03-26,mariana@raptorsoft.com,omit,2024-04-19,120,HS-90002
OPP-2024717,Acme Corp,ACC-1100,SMB,Closed Won,33936.51,2024-09-27,joao@raptorsoft.com,Pipeline,2024-07-10,-1,
OPP-2024718,mindbox,ACC-1111,Mid-Market,Closed Lost,85480.39,2024-10-13,ana.lima@raptorsoft.com,Pipeline,2023-09-12,5,HS-90711
OPP-2024719,Polare Ltda,ACC-1109,Enterprise,Discovery,472198.84,2024-10-14,ana.lima@raptorsoft.com,Best Case,2024-05-09,5,
OPP-2024720,skyops,ACC-1108,SMB,Discovery,29070.4,2023-11-15,ana.lima@raptorsoft.com,Commit,2023-09-14,-1,
OPP-2024721,Innova,ACC-1116,Mid-Market,Qualification,145986.3,2023-12-01,pedro@raptorsoft.com,Omit,2024-08-02,-1,HS-90498
OPP-2024722,Data Prime,ACC-1106,SMB,Qualification,22337.52,2023-12-10,pedro@raptorsoft.com,Commit,2023-11-21,1,
OPP-2024723,Amplia,,Mid-Market,Discovery,149235.73,2025-01-23,pedro@raptorsoft.com,Pipeline,2024-11-29,69,
OPP-2024724,Mindbox,ACC-1111,Enterprise,Proposal,453747.13,2024-07-21,carlos@raptorsoft.com,Best Case,2023-09-03,-1,
OPP-2024725,Orbit,ACC-1104,SMB,Qualification,20050.38,2025-01-15,pedro@raptorsoft.com,commit,2024-10-03,64,
OPP-2024726,Nexus Group,ACC-1102,SMB,Negotiation,11203.29,2024-10-25,carlos@raptorsoft.com,best case,2024-08-02,38,
OPP-2024727,Vertice,ACC-1103,SMB,Discovery,29204.51,2024-06-22,joao@raptorsoft.com,Pipeline,2024-04-21,102,HS-90116
OPP-2024728,dataprime,ACC-1106,Mid-Market,Negotiation,63396.07,2024-12-03,carlos@raptorsoft.com,Best Case,2024-10-19,117,
OPP-2024729,Vértice Tech,ACC-1103,Mid-Market,Proposal,72165.91,2024-06-08,ana.lima@raptorsoft.com,Omit,2024-01-15,62,
OPP-2024730,AMPLIA SOLUCOES,ACC-1113,Enterprise,Negotiation,179645.23,2025-01-14,carlos@raptorsoft.com,commit,2024-11-18,600,HS-90098
OPP-2024731,MINDBOX,ACC-1111,SMB,Proposal,39864.75,2023-12-03,pedro@raptorsoft.com,Commit,2023-11-17,-5,HS-90680
OPP-2024732,Grupo Nexus,ACC-1102,SMB,Qualification,34740.79,2024-11-27,joao@raptorsoft.com,Commit,2024-07-23,42,HS-90537
OPP-2024733,Grid Soft,ACC-1117,SMB,Discovery,16140.91,2023-11-15,pedro@raptorsoft.com,Commit,2023-10-06,117,HS-90707
OPP-2024734,Polaris,ACC-1118,Mid-Market,Proposal,140260.6,2024-02-25,joao@raptorsoft.com,pipeline,2023-10-11,6,
OPP-2024735,MINDBOX,ACC-1111,Mid-Market,Prospecting,140179.58,2024-03-18,,best case,2024-03-10,67,HS-90794
OPP-2024736,Polare Ltda,ACC-1109,SMB,Qualification,18595.44,2024-12-27,pedro@raptorsoft.com,Commit,2024-09-13,16,
OPP-2024737,nexus,ACC-1102,Mid-Market,Closed Won,106898.47,2024-05-22,joao@raptorsoft.com,Best Case,2024-03-16,88,HS-90115
OPP-2024738,Amplia Soluções Ltda,ACC-1113,Mid-Market,qualification,47638.51,2024-07-26,pedro@raptorsoft.com,Omit,2023-07-15,57,
OPP-2024739,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,101222.96,2024-04-05,pedro@raptorsoft.com,Pipeline,2024-03-05,53,
OPP-2024740,tapflow,ACC-1115,Mid-Market,Negotiation,56917.89,2025-01-05,mariana@raptorsoft.com,best case,2023-09-05,3,HS-90564
