telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-08437,betasolutions.com.br,2024-07-27,60,276,0.458,18,1702,3,Starter,CUST-0401
TEL-08438,tapflow.com.br,2024-02-10,53,175,0.845,480,582,23,Growth,CUST-0415
TEL-08439,rushflow.com.br,2024-02-24,28,126,0.196,515,753,28,Starter,
TEL-08440,betasolutions.com.br,2024-08-03,30,188,0.484,139,908,25,growth,
TEL-08441,corelogic.com.br,2024-05-11,31,222,0.884,501,31,22,Starter,CUST-0414
TEL-08442,verticetech.com.br,2024-06-08,76,587,0.447,282,770,15,Growth,
TEL-08443,skyops.com.br,2024-10-05,13,99,0.38,380,1883,12,Business,CUST-0408
TEL-08444,rushflow.com.br,2024-07-13,38,127,0.406,313,817,13,Enterprise,CUST-0410
TEL-08445,tapflow.com.br,2024-11-30,31,304,0.751,339,924,11,BUSINESS,CUST-0415
TEL-08446,zentra.com.br,2024-08-03,40,146,0.523,526,,19,Business,
TEL-08447,dataprime.com.br,2025-01-25,59,476,0.764,165,1484,18,starter,
TEL-08448,verticetech.com.br,2024-03-16,57,305,0.857,18,1634,2,enterprise plan,CUST-0403
TEL-08449,verticetech.com.br,2024-08-17,48,279,0.139,96,1738,17,Enterprise,CUST-0403
TEL-08450,connectwave.com.br,2024-02-03,45,261,0.358,503,585,24,Growth,CUST-0407
TEL-08451,mindbox.com.br,2024-12-07,3,16,0.186,507,1024,27,Starter,
TEL-08452,skyops.com.br,2024-09-21,41,375,0.485,257,,16,Starter,
TEL-08453,connectwave.com.br,2024-02-17,22,133,0.358,207,703,7,Starter,
TEL-08454,skyops.com.br,2024-11-09,24,126,0.159,512,1283,15,starter,
TEL-08455,connectwave.com.br,2024-12-28,10,74,1.066,564,160,24,Growth Plan,CUST-0407
TEL-08456,acmecorp.com.br,2025-01-04,39,349,0.234,342,1612,3,growth,
TEL-08457,innova.com.br,2024-08-17,25,188,0.857,409,760,9,Growth,
TEL-08458,acmecorp.com.br,2024-11-09,22,212,0.249,261,1346,25,Enterprise,CUST-0400
TEL-08459,tapflow.com.br,2024-10-26,53,172,0.242,451,247,8,starter,
TEL-08460,bluepath.com.br,2024-11-16,5,18,0.489,557,,0,Business,CUST-0419
TEL-08461,ampliasolucoes.com.br,2024-07-20,26,148,0.95,62,1814,13,Business,
TEL-08462,verticetech.com.br,2024-01-06,43,287,0.679,136,517,28,Starter,CUST-0403
TEL-08463,zentra.com.br,2024-07-20,36,291,1.104,115,1872,10,Growth Plan,
TEL-08464,dataprime.com.br,2024-06-08,1,5,0.151,136,1709,18,Growth,
TEL-08465,dataprime.com.br,2024-10-12,60,230,0.989,70,120,28,growth,CUST-0406
TEL-08466,connectwave.com.br,2024-07-20,37,182,0.261,80,301,29,Starter,CUST-0407
TEL-08467,mindbox.com.br,2025-01-25,73,291,0.683,361,956,8,Enterprise,
TEL-08468,innova.com.br,2024-04-13,40,327,0.991,534,1858,25,Growth,CUST-0416
TEL-08469,dataprime.com.br,2024-01-13,18,149,1.291,39,1939,11,Starter,
TEL-08470,bluepath.com.br,2024-04-27,54,222,0.194,509,,9,Business,CUST-0419
TEL-08471,innova.com.br,2024-01-27,2,8,0.714,172,1481,9,Growth,
TEL-08472,fluxosistemas.com.br,2024-04-13,4,30,0.89,572,527,26,Growth,
TEL-08473,mindbox.com.br,2024-03-23,35,305,0.577,558,1102,5,Starter,
TEL-08474,ampliasolucoes.com.br,2024-10-12,25,193,0.376,187,176,28,Enterprise,CUST-0413
TEL-08475,fluxosistemas.com.br,2024-03-02,29,206,0.173,272,,10,Business,CUST-0405
TEL-08476,dataprime.com.br,2024-04-20,2,8,0.517,181,126,0,Business,
TEL-08477,orbitdigital.com.br,2024-06-08,24,105,0.686,285,,0,enterprise plan,CUST-0404
TEL-08478,connectwave.com.br,2024-04-06,12,89,0.439,44,722,19,Growth,CUST-0407
TEL-08479,mindbox.com.br,2024-08-31,52,453,0.919,461,,7,Starter,
TEL-08480,betasolutions.com.br,2024-02-03,58,421,0.582,329,508,26,starter,
TEL-08481,ampliasolucoes.com.br,2024-01-13,8,43,0.397,210,1773,22,Business,CUST-0413
TEL-08482,gridsoft.com.br,2024-08-10,4,17,0.37,513,1023,5,starter,
TEL-08483,acmecorp.com.br,2024-11-30,51,283,0.977,458,1773,23,Starter,CUST-0400
TEL-08484,verticetech.com.br,2024-06-08,3,9,0.275,313,1295,20,Starter,CUST-0403
TEL-08485,polaris.com.br,2024-06-01,20,112,0.859,391,833,25,Growth,
TEL-08486,zentra.com.br,2024-07-27,49,392,0.83,278,664,25,Growth,
TEL-08487,dataprime.com.br,2024-08-10,14,66,0.622,456,214,3,Growth Plan,
TEL-08488,polaris.com.br,2024-09-28,58,424,0.175,399,1058,28,Enterprise,
TEL-08489,betasolutions.com.br,2024-10-26,4,22,0.467,416,400,21,Starter,CUST-0401
TEL-08490,rushflow.com.br,2024-04-06,22,145,0.903,379,1918,18,Business,
TEL-08491,gridsoft.com.br,2024-01-06,36,352,0.741,228,,10,Business,CUST-0417
TEL-08492,polare.com.br,2024-07-13,57,270,0.748,188,1211,25,Starter,
TEL-08493,polare.com.br,2024-09-07,1,9,0.595,234,545,2,Enterprise,CUST-0409
TEL-08494,dataprime.com.br,2024-02-24,75,437,0.934,478,2671,9,Growth,
TEL-08495,skyops.com.br,2025-01-25,58,395,0.349,417,794,24,enterprise plan,CUST-0408
TEL-08496,gruponexus.com.br,2024-11-09,12,44,0.705,59,140,7,growth,CUST-0402
TEL-08497,bluepath.com.br,2024-08-10,47,332,0.214,479,1728,18,enterprise plan,CUST-0419
TEL-08498,betasolutions.com.br,2024-05-04,60,371,0.284,205,1424,9,Starter,
TEL-08499,skyops.com.br,2024-02-03,33,262,0.434,245,310,21,Growth,
TEL-08500,polaris.com.br,2024-07-13,51,167,0.256,104,182,2,GROWTH,
TEL-08501,verticetech.com.br,2024-10-12,58,448,0.598,255,574,3,Business,
TEL-08502,dataprime.com.br,2024-07-20,5,35,0.463,397,585,20,Starter,
TEL-08503,betasolutions.com.br,2024-09-28,41,185,0.818,30,1739,1,Starter,CUST-0401
TEL-08504,orbitdigital.com.br,2024-11-23,29,224,0.8,474,1028,23,Business,CUST-0404
TEL-08505,innova.com.br,2024-02-10,31,251,0.992,394,298,30,Growth,
TEL-08506,orbitdigital.com.br,2024-05-18,24,92,0.828,372,1184,8,Growth,
TEL-08507,ampliasolucoes.com.br,2024-05-18,15,47,1.305,220,1565,16,Enterprise,
TEL-08508,skyops.com.br,2024-10-05,8,44,1.311,416,,21,Enterprise,
TEL-08509,rushflow.com.br,2025-01-04,31,239,0.828,542,1027,4,BUSINESS,CUST-0410
TEL-08510,fluxosistemas.com.br,2024-08-10,12,97,0.345,278,1172,8,Business,CUST-0405
TEL-08511,tapflow.com.br,2024-03-30,10,43,0.327,24,1805,7,Growth,CUST-0415
TEL-08512,fluxosistemas.com.br,2024-08-31,43,295,0.839,581,1030,8,Business,CUST-0405
TEL-08513,innova.com.br,2024-05-11,57,202,0.347,290,916,0,Business,CUST-0416
TEL-08514,betasolutions.com.br,2024-07-13,36,138,1.021,491,251,30,Business,
TEL-08515,polare.com.br,2025-01-25,1,4,0.917,475,690,15,Business,CUST-0409
TEL-08516,rushflow.com.br,2024-12-07,33,308,0.272,291,213,30,Business,
TEL-08517,ampliasolucoes.com.br,2025-01-25,1,8,0.143,371,1361,17,enterprise plan,CUST-0413
TEL-08518,corelogic.com.br,2024-02-17,17,90,0.907,583,1732,6,Enterprise,
TEL-08519,zentra.com.br,2024-04-27,27,118,0.291,179,773,5,Business,
TEL-08520,connectwave.com.br,2024-08-24,17,136,0.488,409,817,28,Business,CUST-0407
TEL-08521,orbitdigital.com.br,2024-02-24,0,0,0.623,81,46,22,enterprise plan,
TEL-08522,fluxosistemas.com.br,2024-10-12,60,259,0.352,109,1461,12,Growth Plan,
TEL-08523,tapflow.com.br,2024-05-18,58,301,1.079,381,,2,Enterprise,CUST-0415
TEL-08524,dataprime.com.br,2024-11-09,36,227,0.145,565,,1,enterprise plan,
TEL-08525,bluepath.com.br,2024-07-27,47,207,1.058,234,1237,7,Enterprise,
TEL-08526,acmecorp.com.br,2024-08-24,26,226,0.972,639,1799,27,GROWTH,CUST-0400
TEL-08527,betasolutions.com.br,2024-02-17,59,401,0.745,425,,6,Enterprise,
TEL-08528,bluepath.com.br,2024-07-27,5,35,0.121,489,1749,27,Starter,CUST-0419
TEL-08529,verticetech.com.br,2024-03-23,14,84,0.665,257,1444,7,enterprise plan,CUST-0403
TEL-08530,gruponexus.com.br,2024-03-23,2,14,0.81,161,96,14,Enterprise,
TEL-08531,bluepath.com.br,2024-04-27,46,192,0.79,162,403,10,Starter,CUST-0419
TEL-08532,orbitdigital.com.br,2025-01-25,41,327,0.755,100,812,23,Business,CUST-0404
TEL-08533,innova.com.br,2024-08-31,20,66,0.602,364,782,9,Growth Plan,CUST-0416
TEL-08534,polaris.com.br,2024-10-19,11,54,0.675,536,69,8,GROWTH,CUST-0418
TEL-08535,mindbox.com.br,2024-06-15,23,122,0.824,270,582,17,enterprise plan,
TEL-08536,fluxosistemas.com.br,2024-08-17,46,253,0.372,543,,23,Enterprise,CUST-0405
TEL-08537,bluepath.com.br,2024-04-20,39,371,0.655,3,721,17,Growth Plan,
TEL-08538,polare.com.br,2024-11-30,37,325,0.621,437,779,27,Enterprise,CUST-0409
TEL-08539,ampliasolucoes.com.br,2024-08-31,54,393,0.403,578,777,21,Business,
TEL-08540,gruponexus.com.br,2024-06-08,37,350,0.767,786,1509,1,Enterprise,CUST-0402
TEL-08541,verticetech.com.br,2024-05-25,20,128,0.624,248,1349,15,BUSINESS,CUST-0403
TEL-08542,gruponexus.com.br,2024-07-27,20,138,0.986,540,618,7,Growth Plan,CUST-0402
TEL-08543,ampliasolucoes.com.br,2024-02-17,41,336,0.439,163,1081,21,Growth,CUST-0413
TEL-08544,fluxosistemas.com.br,2024-12-07,6,39,0.786,564,364,20,Enterprise,
TEL-08545,gridsoft.com.br,2024-10-05,31,101,0.499,5,934,26,Growth,CUST-0417
TEL-08546,gruponexus.com.br,2024-04-13,50,219,0.599,242,1032,5,Growth,CUST-0402
TEL-08547,connectwave.com.br,2024-11-16,23,110,0.677,298,740,23,enterprise plan,CUST-0407
TEL-08548,ampliasolucoes.com.br,2024-01-06,13,117,0.821,578,1289,6,GROWTH,CUST-0413
TEL-08549,fluxosistemas.com.br,2024-02-17,16,76,0.35,141,1650,19,Enterprise,CUST-0405
TEL-08550,mindbox.com.br,2024-03-02,52,312,0.378,236,,12,Starter,CUST-0411
TEL-08551,acmecorp.com.br,2025-01-11,7,38,0.219,111,1434,15,Business,
TEL-08552,fluxosistemas.com.br,2024-11-30,25,138,0.269,39,,12,Enterprise,
TEL-08553,acmecorp.com.br,2024-04-06,48,424,0.717,159,,4,Growth,CUST-0400
TEL-08554,innova.com.br,2024-07-20,45,161,0.409,576,296,17,Growth,
TEL-08555,gruponexus.com.br,2024-09-07,60,409,0.192,307,962,30,GROWTH,
TEL-08556,orbitdigital.com.br,2024-03-30,50,412,0.792,114,1930,0,Growth,
TEL-08557,ampliasolucoes.com.br,2024-12-21,18,175,0.723,101,1677,6,Starter,CUST-0413
TEL-08558,verticetech.com.br,2024-04-20,1,7,0.215,265,819,1,Growth,CUST-0403
TEL-08559,zentra.com.br,2024-09-21,18,108,0.169,327,357,16,Starter,
TEL-08560,rushflow.com.br,2025-01-18,38,183,0.688,461,203,6,GROWTH,
TEL-08561,fluxosistemas.com.br,2024-06-15,8,50,0.866,282,,2,Starter,CUST-0405
TEL-08562,innova.com.br,2024-09-28,34,165,0.629,164,11,11,Growth,CUST-0416
TEL-08563,polare.com.br,2024-06-08,35,216,0.49,579,1788,27,Enterprise,
TEL-08564,gruponexus.com.br,2024-08-17,46,295,0.392,259,599,0,growth,CUST-0402
TEL-08565,skyops.com.br,2025-01-04,48,462,0.605,279,846,11,BUSINESS,CUST-0408
TEL-08566,gruponexus.com.br,2024-11-09,55,493,1.294,542,821,24,Growth,CUST-0402
TEL-08567,gruponexus.com.br,2024-09-07,4,39,0.815,500,927,13,Starter,CUST-0402
TEL-08568,innova.com.br,2024-07-06,32,204,1.138,354,899,1,Enterprise,CUST-0416
TEL-08569,ampliasolucoes.com.br,2024-01-06,56,556,0.638,53,1467,5,Growth,
TEL-08570,polare.com.br,2024-03-09,30,247,0.851,511,381,20,Starter,CUST-0409
TEL-08571,corelogic.com.br,2024-04-27,37,115,0.535,476,1420,25,Enterprise,
TEL-08572,orbitdigital.com.br,2024-06-08,17,83,0.367,258,356,22,Growth Plan,
TEL-08573,tapflow.com.br,2024-05-11,7,45,0.633,193,,24,Starter,CUST-0415
TEL-08574,dataprime.com.br,2024-02-03,3,9,0.57,435,1996,14,growth,CUST-0406
TEL-08575,innova.com.br,2024-05-11,55,329,0.187,462,1198,17,Growth,CUST-0416
TEL-08576,corelogic.com.br,2024-02-10,53,230,0.83,588,107,26,Growth,
TEL-08577,corelogic.com.br,2024-07-27,12,54,0.248,140,548,26,Growth,
TEL-08578,bluepath.com.br,2024-10-19,31,140,0.693,189,1335,1,Starter,CUST-0419
TEL-08579,acmecorp.com.br,2024-08-10,11,106,0.953,512,384,16,Enterprise,CUST-0400
TEL-08580,polare.com.br,2024-03-16,41,182,0.523,18,67,23,BUSINESS,CUST-0409
TEL-08581,dataprime.com.br,2024-01-13,9,85,0.507,340,558,18,Starter,
TEL-08582,orbitdigital.com.br,2024-08-10,46,417,0.704,515,1858,14,Starter,CUST-0404
TEL-08583,rushflow.com.br,2024-11-16,37,182,0.684,478,1065,14,Growth,
TEL-08584,mindbox.com.br,2024-09-21,33,276,0.729,555,1041,-1,Business,
TEL-08585,dataprime.com.br,2024-11-02,7,60,0.279,512,1875,1,Growth,
TEL-08586,bluepath.com.br,2024-08-31,11,109,1.028,212,1594,0,Starter,
TEL-08587,dataprime.com.br,2024-09-21,30,139,0.648,161,1597,-1,Starter,
TEL-08588,zentra.com.br,2024-09-28,33,232,0.892,153,961,15,Growth,CUST-0412
TEL-08589,orbitdigital.com.br,2024-01-06,55,458,0.238,512,25,13,Growth,CUST-0404
TEL-08590,mindbox.com.br,2024-12-07,14,136,0.204,294,1149,25,Starter,
TEL-08591,skyops.com.br,2024-03-02,57,399,0.237,343,,28,growth,CUST-0408
TEL-08592,gruponexus.com.br,2024-09-14,32,289,0.822,59,1973,21,Growth,CUST-0402
TEL-08593,rushflow.com.br,2024-03-16,2,7,0.134,174,1620,25,Business,CUST-0410
TEL-08594,mindbox.com.br,2024-02-10,46,246,0.872,558,1331,21,Starter,CUST-0411
TEL-08595,betasolutions.com.br,2024-03-30,10,59,0.381,503,1869,16,Business,CUST-0401
TEL-08596,verticetech.com.br,2024-08-03,46,167,0.439,399,1346,21,Business,
TEL-08597,corelogic.com.br,2024-06-22,28,250,0.23,234,1811,23,BUSINESS,
TEL-08598,corelogic.com.br,2024-11-23,58,320,0.767,273,,10,starter,
TEL-08599,mindbox.com.br,2024-12-14,53,471,0.955,182,1081,5,Starter,
TEL-08600,gridsoft.com.br,2024-09-21,36,255,0.895,259,653,24,Enterprise,CUST-0417
TEL-08601,ampliasolucoes.com.br,2024-06-15,51,285,0.483,462,203,3,starter,
TEL-08602,corelogic.com.br,2024-05-11,32,244,0.877,365,746,12,Starter,CUST-0414
TEL-08603,orbitdigital.com.br,2024-12-28,16,105,0.808,414,1479,10,Growth Plan,CUST-0404
TEL-08604,betasolutions.com.br,2025-01-18,57,356,0.864,59,744,29,Starter,
TEL-08605,skyops.com.br,2024-12-21,49,327,1.101,570,1803,27,Growth,CUST-0408
TEL-08606,zentra.com.br,2024-06-01,74,770,0.876,228,2675,5,Growth Plan,CUST-0412
TEL-08607,polaris.com.br,2024-01-13,38,117,0.427,362,,25,Starter,CUST-0418
TEL-08608,polare.com.br,2024-05-18,25,240,0.128,235,310,20,Enterprise,CUST-0409
TEL-08609,ampliasolucoes.com.br,2024-03-16,59,569,1.057,484,900,6,Enterprise,CUST-0413
TEL-08610,tapflow.com.br,2024-06-01,50,491,0.552,240,2332,2,Starter,CUST-0415
TEL-08611,innova.com.br,2024-04-13,39,311,0.992,118,1711,16,Growth Plan,CUST-0416
TEL-08612,orbitdigital.com.br,2024-01-06,9,87,0.244,51,2280,-7,Enterprise,
TEL-08613,tapflow.com.br,2024-04-06,53,191,0.993,245,1220,26,Enterprise,
TEL-08614,gruponexus.com.br,2024-04-20,24,144,0.215,414,1279,9,Enterprise,CUST-0402
TEL-08615,dataprime.com.br,2024-11-30,19,106,0.766,478,1633,25,Starter,CUST-0406
TEL-08616,polaris.com.br,2024-01-06,32,306,0.711,549,,30,Growth,CUST-0418
TEL-08617,acmecorp.com.br,2024-07-13,42,205,0.781,219,1063,26,starter,
TEL-08618,gridsoft.com.br,2024-03-09,44,269,0.606,104,379,22,GROWTH,
TEL-08619,mindbox.com.br,2024-07-13,14,76,0.111,38,,16,Enterprise,CUST-0411
TEL-08620,gruponexus.com.br,2024-02-24,41,153,0.577,443,173,9,BUSINESS,CUST-0402
TEL-08621,corelogic.com.br,2024-11-09,18,61,0.631,91,1354,27,Enterprise,CUST-0414
TEL-08622,bluepath.com.br,2024-06-08,47,230,0.144,577,517,8,Growth Plan,
TEL-08623,zentra.com.br,2024-06-01,17,83,0.23,323,718,13,Business,CUST-0412
TEL-08624,fluxosistemas.com.br,2024-06-08,18,134,0.575,449,947,19,Starter,
TEL-08625,ampliasolucoes.com.br,2024-05-04,23,200,0.478,155,1811,4,Growth,CUST-0413
TEL-08626,connectwave.com.br,2024-05-25,37,144,0.829,26,,25,BUSINESS,
TEL-08627,ampliasolucoes.com.br,2024-01-27,21,111,0.528,268,1252,15,enterprise plan,
TEL-08628,skyops.com.br,2024-09-14,39,333,0.722,396,1028,11,Business,
TEL-08629,betasolutions.com.br,2024-09-07,26,103,0.948,434,1554,28,Growth,
TEL-08630,gruponexus.com.br,2024-03-02,51,175,0.112,524,188,16,BUSINESS,
TEL-08631,orbitdigital.com.br,2024-02-10,18,149,0.395,292,448,19,starter,CUST-0404
TEL-08632,orbitdigital.com.br,2024-03-30,19,126,0.144,590,81,8,Starter,CUST-0404
TEL-08633,tapflow.com.br,2024-10-19,55,540,0.754,23,363,6,Starter,CUST-0415
TEL-08634,polare.com.br,2024-12-07,32,243,0.695,106,274,23,GROWTH,CUST-0409
TEL-08635,polare.com.br,2024-11-30,19,87,0.759,36,863,18,Growth,
TEL-08636,bluepath.com.br,2024-01-20,44,400,0.397,533,1972,5,Enterprise,
TEL-08637,betasolutions.com.br,2024-06-15,36,291,0.902,401,909,30,Growth,
TEL-08638,tapflow.com.br,2024-10-12,27,200,0.463,366,292,1,Business,CUST-0415
TEL-08639,polare.com.br,2024-12-14,52,464,0.991,224,578,22,Growth,
TEL-08640,acmecorp.com.br,2024-10-12,49,383,0.871,376,1954,1,Starter,CUST-0400
TEL-08641,gridsoft.com.br,2024-08-17,11,39,0.232,100,98,8,GROWTH,
TEL-08642,bluepath.com.br,2024-12-28,54,314,0.339,469,147,21,Enterprise,
TEL-08643,betasolutions.com.br,2024-08-31,21,203,0.846,482,611,21,Business,CUST-0401
TEL-08644,verticetech.com.br,2024-11-16,14,70,0.763,332,,0,enterprise plan,CUST-0403
TEL-08645,dataprime.com.br,2024-09-14,45,387,0.67,61,967,23,Enterprise,
TEL-08646,dataprime.com.br,2024-08-24,8,64,0.172,175,1700,16,GROWTH,
TEL-08647,corelogic.com.br,2024-09-14,38,124,0.144,138,988,7,Enterprise,CUST-0414
TEL-08648,fluxosistemas.com.br,2024-06-22,28,184,0.475,476,1839,17,Starter,CUST-0405
TEL-08649,tapflow.com.br,2024-09-07,27,118,0.588,69,1774,28,Business,CUST-0415
TEL-08650,fluxosistemas.com.br,2025-01-18,36,138,0.737,124,1044,14,Enterprise,CUST-0405
TEL-08651,fluxosistemas.com.br,2024-01-13,26,105,1.202,338,1525,18,Starter,
TEL-08652,orbitdigital.com.br,2024-03-16,38,176,0.535,48,778,20,Growth,
TEL-08653,dataprime.com.br,2024-08-31,41,297,0.669,49,1022,12,Starter,
TEL-08654,orbitdigital.com.br,2024-09-28,42,414,0.745,372,593,0,Enterprise,CUST-0404
TEL-08655,betasolutions.com.br,2024-12-14,17,76,0.526,67,735,22,Enterprise,
TEL-08656,corelogic.com.br,2024-12-21,57,348,0.377,590,1023,23,Growth,CUST-0414
TEL-08657,ampliasolucoes.com.br,2024-12-28,7,66,0.884,562,,2,Enterprise,CUST-0413
TEL-08658,verticetech.com.br,2024-11-23,45,294,0.102,482,1953,2,Enterprise,
TEL-08659,skyops.com.br,2024-09-07,57,285,0.287,333,,27,starter,
TEL-08660,betasolutions.com.br,2024-04-27,39,238,0.346,33,1263,11,BUSINESS,
TEL-08661,innova.com.br,2024-10-26,56,545,0.346,551,92,7,Starter,CUST-0416
TEL-08662,ampliasolucoes.com.br,2024-07-20,5,46,0.361,355,1754,7,starter,
TEL-08663,betasolutions.com.br,2024-08-03,20,130,0.749,594,376,19,growth,
TEL-08664,acmecorp.com.br,2024-09-14,60,475,0.116,463,476,27,Starter,
TEL-08665,zentra.com.br,2025-01-04,48,308,0.412,50,1399,6,Business,CUST-0412
TEL-08666,polare.com.br,2024-07-13,60,267,0.905,360,1507,27,starter,
TEL-08667,tapflow.com.br,2025-01-18,2,21,0.334,629,2368,15,Starter,CUST-0415
TEL-08668,orbitdigital.com.br,2024-12-28,47,339,0.818,271,763,-1,Starter,
TEL-08669,zentra.com.br,2024-11-09,25,129,0.759,367,766,17,growth,
TEL-08670,dataprime.com.br,2024-10-12,2,13,0.196,39,499,7,Growth,
TEL-08671,innova.com.br,2025-01-04,59,207,0.722,480,,4,Enterprise,CUST-0416
TEL-08672,tapflow.com.br,2025-01-18,48,384,1.04,129,1625,20,Enterprise,CUST-0415
TEL-08673,gruponexus.com.br,2024-07-20,36,299,0.824,257,,2,Business,CUST-0402
TEL-08674,verticetech.com.br,2024-10-26,59,203,0.785,125,,28,Enterprise,CUST-0403
TEL-08675,connectwave.com.br,2024-12-28,0,0,0.123,432,1117,27,growth,
TEL-08676,mindbox.com.br,2024-08-03,26,224,0.25,528,492,20,Growth,
TEL-08677,dataprime.com.br,2024-01-13,27,161,0.825,343,,15,enterprise plan,CUST-0406
TEL-08678,rushflow.com.br,2024-11-30,31,223,0.176,119,830,24,Starter,
TEL-08679,polare.com.br,2025-01-25,58,353,0.24,567,1591,6,Growth,
TEL-08680,gridsoft.com.br,2024-07-06,26,154,0.579,483,1283,6,Enterprise,
TEL-08681,fluxosistemas.com.br,2024-08-31,43,323,0.485,452,1384,9,Growth,CUST-0405
TEL-08682,skyops.com.br,2024-05-11,12,82,0.753,239,818,6,growth,
TEL-08683,gridsoft.com.br,2024-04-20,15,109,0.247,209,,2,Business,CUST-0417
TEL-08684,rushflow.com.br,2024-12-14,55,395,1.129,95,1487,4,Enterprise,CUST-0410
TEL-08685,mindbox.com.br,2024-01-20,3,10,0.936,127,,11,Business,CUST-0411
TEL-08686,verticetech.com.br,2024-02-10,50,223,0.811,510,1555,5,Growth,CUST-0403
TEL-08687,corelogic.com.br,2024-03-30,11,50,1.02,144,1128,12,Business,CUST-0414
TEL-08688,connectwave.com.br,2024-10-12,27,224,0.647,287,1972,21,Business,CUST-0407
TEL-08689,skyops.com.br,2024-06-15,47,375,0.29,112,1422,8,Starter,CUST-0408
TEL-08690,connectwave.com.br,2024-03-09,44,389,0.683,399,1034,13,Growth,CUST-0407
TEL-08691,betasolutions.com.br,2024-01-06,45,292,0.979,194,,12,Starter,CUST-0401
TEL-08692,fluxosistemas.com.br,2024-08-17,19,64,0.413,589,542,5,Business,
TEL-08693,polare.com.br,2024-03-09,1,8,0.212,256,842,19,growth,
TEL-08694,gridsoft.com.br,2024-07-20,22,84,0.944,284,232,15,GROWTH,CUST-0417
TEL-08695,betasolutions.com.br,2024-06-15,40,143,0.794,487,,1,starter,CUST-0401
TEL-08696,fluxosistemas.com.br,2024-03-30,42,263,0.37,551,1115,12,Starter,CUST-0405
TEL-08697,connectwave.com.br,2024-09-28,23,100,0.303,194,1549,21,Starter,CUST-0407
TEL-08698,betasolutions.com.br,2024-08-03,53,162,0.603,547,340,13,Growth,CUST-0401
TEL-08699,orbitdigital.com.br,2024-03-02,27,186,0.104,168,2362,23,Growth,
TEL-08700,polaris.com.br,2024-07-06,59,587,0.426,361,353,6,Business,CUST-0418
TEL-08701,fluxosistemas.com.br,2024-06-08,38,230,0.555,202,1352,7,Enterprise,
TEL-08702,mindbox.com.br,2024-03-02,28,109,0.466,393,1530,13,Starter,
TEL-08703,gridsoft.com.br,2024-03-23,36,285,0.55,308,1572,4,Starter,
TEL-08704,dataprime.com.br,2024-09-14,44,174,0.325,343,655,21,Starter,
TEL-08705,orbitdigital.com.br,2024-08-10,18,78,0.199,31,182,2,Growth,
TEL-08706,dataprime.com.br,2024-01-20,45,305,0.931,478,818,11,Business,CUST-0406
TEL-08707,gruponexus.com.br,2024-12-14,64,235,0.416,582,,3,Business,CUST-0402
TEL-08708,gridsoft.com.br,2024-12-21,31,151,0.868,466,,25,Growth Plan,
TEL-08709,ampliasolucoes.com.br,2024-11-09,45,372,0.959,680,499,13,Growth,CUST-0413
TEL-08710,connectwave.com.br,2024-10-05,23,125,0.381,184,161,2,Enterprise,
TEL-08711,ampliasolucoes.com.br,2024-01-27,16,82,0.732,450,437,9,starter,CUST-0413
TEL-08712,fluxosistemas.com.br,2024-02-10,53,459,0.294,332,778,0,BUSINESS,CUST-0405
TEL-08713,ampliasolucoes.com.br,2024-02-03,25,195,0.956,587,1869,10,Enterprise,CUST-0413
TEL-08714,dataprime.com.br,2025-01-11,55,166,0.717,567,1525,7,Business,CUST-0406
TEL-08715,verticetech.com.br,2024-11-30,2,8,0.907,584,268,14,growth,
TEL-08716,acmecorp.com.br,2024-08-31,44,286,0.703,535,1746,23,Growth Plan,CUST-0400
TEL-08717,betasolutions.com.br,2024-01-20,58,278,0.942,503,227,9,Enterprise,CUST-0401
TEL-08718,gruponexus.com.br,2024-08-31,51,442,0.273,195,1486,5,Business,CUST-0402
TEL-08719,fluxosistemas.com.br,2024-08-31,39,196,0.993,458,1046,9,starter,CUST-0405
TEL-08720,zentra.com.br,2024-03-09,13,104,0.121,330,385,28,Growth,CUST-0412
TEL-08721,rushflow.com.br,2024-06-22,7,36,0.279,503,451,30,Growth,CUST-0410
TEL-08722,orbitdigital.com.br,2024-05-11,7,66,0.118,41,1554,-1,Starter,CUST-0404
TEL-08723,gruponexus.com.br,2025-01-11,31,228,0.447,290,595,29,Growth,CUST-0402
TEL-08724,verticetech.com.br,2024-10-19,25,131,0.669,515,,17,Enterprise,CUST-0403
TEL-08725,mindbox.com.br,2025-01-25,13,75,0.267,497,,2,Business,
TEL-08726,ampliasolucoes.com.br,2024-08-10,9,29,0.726,392,78,5,Enterprise,CUST-0413
TEL-08727,dataprime.com.br,2024-03-09,21,181,0.209,267,528,4,Growth,
TEL-08728,polare.com.br,2024-07-20,10,99,0.993,528,1855,17,Enterprise,CUST-0409
TEL-08729,zentra.com.br,2024-10-05,38,367,0.212,450,1398,7,Business,
TEL-08730,innova.com.br,2024-08-10,24,117,0.466,197,1999,21,Enterprise,
TEL-08731,acmecorp.com.br,2025-01-04,2,9,0.685,357,,1,Enterprise,CUST-0400
TEL-08732,gruponexus.com.br,2024-01-27,30,184,0.487,544,,17,Business,CUST-0402
TEL-08733,rushflow.com.br,2024-03-09,49,295,0.611,465,251,11,Starter,CUST-0410
TEL-08734,corelogic.com.br,2024-03-30,47,250,0.257,283,,20,Growth,CUST-0414
